name,location,Date,Rating,Review,Image_Links
Pati,"Texas City, TX","Reviewed Jan. 5, 2018",5,The Texas City Starbucks has the best people working. They are always friendly and helpful. But the morning staff goes above and beyond even at their busiest times! Food is excellent.,['No Images']
Judy,"Marlboro, NJ","Reviewed Jan. 5, 2018",4,Service and quality of foods were good in Starbucks. Clean place to eat and drink. We didn't have to wait too long to get helped. Many items were available.,['No Images']
Nancy,"Williamsport, PA","Reviewed Jan. 4, 2018",4,"The staff was very helpful in my selection of the ice coffee, never order one prior to this visit. Great experience. Very friendly and professional plus the drink was great.",['No Images']
Joseph,"Escondido, CA","Reviewed Jan. 3, 2018",4,"Great coffee selections, the food could use some improvement based on what I have tried. I believe that is premade and stored in a refrigerator and then taken out and warmed up later.",['No Images']
Claudia,"San Diego, California","Reviewed Jan. 2, 2018",5,"Fantastic, outrageous and love it. The most delicious thing I have tasted out of all coffees. This is the best one. Thank you for making it nice to enjoy.",['No Images']
Kimberly,"Las Vegas, NV","Reviewed Jan. 1, 2018",5,"The staff is incredibly friendly & helpful, making an effort to know everybody & how they like their purchases. They are fast especially with the mobile orders.",['No Images']
Gina,"Buffalo, Wyoming","Reviewed Dec. 31, 2017",5,It was a good introduction to the world of coffee beyond Folgers; now I brew my own from gourmet coffees obtained online and elsewhere. I sometimes stop at a local kiosk; I've pretty much stopped going to Starbucks.,['No Images']
Kathryn,"Fair Oaks, CA","Reviewed Dec. 30, 2017",5,"The coffee drinks are the best in this area, the food is ok! The muffins and yogurt are awesome, the drinks great. I did not like the smoothie (strawberry)!",['No Images']
Janice,"Fresno, CA","Reviewed Dec. 29, 2017",4,"I like Starbucks. Their restaurants are clean, quiet and the selection of coffee, tea, and food items is good. They are a bit pricey so I don't make going there a daily habit, but when I do go I enjoy it.",['No Images']
natesha,"Roanoke, VA","Reviewed Dec. 28, 2017",4,"Expensive but good drink, I like the food but not a big variety. There are plenty of locations near me. There's always a new drink coming out, I use gift cards or I would not go at all.",['No Images']
Bridget,"Chesapeake, Virginia","Reviewed Dec. 27, 2017",4,I feel that they have more breakfast items than nice good lunch items. A few years back they use to have a good selection on salads and sandwiches. Please bring back the salad with grilled shrimp and the turkey sandwich.,['No Images']
Charles,"Caronort, Saskatchewan","Reviewed Dec. 26, 2017",4,"I used to visit Starbucks regularly on my way to work and purchase coffee and sometimes the oatmeal raisin cookie via the drive-through, but I noticed a difference in coffee taste, and discovered that Starbucks was no longer providing 18% cream with the coffee. This made a huge difference for me. I contacted their head office, but did not receive an adequate reply, so now I buy my coffee elsewhere through another chain which has an outlet across the road.",['No Images']
Katsy,"Columbia, South Carolina","Reviewed Dec. 25, 2017",5,I am a long time Starbucks customer and have really enjoyed the tea options this year. I like the many different sandwiches and snacks as well as the ones for breakfast. I like the frappuccinos but mainly the caramel one. I wish they had more flavors without chocolate or mocha as that does not agree with my digestion. I have been to many cafes and have not found them all as friendly as the ones in my hometown or as clean. I also find it disappointing that the Barnes and Noble Starbucks does not take the card so you miss out on points.,['No Images']
Chereece,"Jacksonville, FL","Reviewed Dec. 24, 2017",5,The customer service is also great. Will make the coffee as you wish. Even willing to help you decide what you want or try come close. The food is okay. Pastries are Great...,['No Images']
Ricky,"Roanoke Rapids, NC","Reviewed Dec. 23, 2017",2,I like coffee with just a bit of cream. Not all this flavorings with high fructose corn syrup. When you receive an iced drink you receive a full cup of ice with little drink in it. Coffee is too expensive. Rather go to a cafe and always receive free refills. Won't happen there.,['No Images']
Barbara,"Roseville, CA","Reviewed Dec. 22, 2017",3,Good choices but need not to run out all schedules not the same. My breakfast hours are later than business folks or school children who frequent the area restaurant.,['No Images']
Jeff,"Yucca Valley, California","Reviewed Dec. 21, 2017",2,"Starbucks is not taking responsibility for stopping franchisees from blocking access to updates for operating system security from Microsoft and others. This makes the store a haven for thieves and hackers that victimize customers. A boo and hiss is in order, go to McDonald's instead.",['No Images']
Justin,"Las Vegas, NV","Reviewed Dec. 15, 2017",1,In my area I am having consistent problems across all stores. The coffee never seems to taste right. I call the 800 number. They apologize and give me a nominal credit. It's ridiculous. I must have called their corp office at least 50 times. What does it take to get your stores trained to make a cup of coffee properly? You are a coffee company after all.,['No Images']
Paul,"Eau Claire, MI","Reviewed Dec. 6, 2017",1,"Dear Starbucks Team, received poor service in the O'Hare Oasis on Thursday, Nov 30, 2017. Not only was I sold a bag of goods; the attendant told me that with over $20 I would receive $5 back, so I dutifully ordered another $4,50 item to reach the amount, to which she said, ""Sorry the cash register didn't work. I can't make good on the offer!"" What??!! Seriously??! Are we in the US? Then I could get a receipt (for my expenses) because the same attendant threw out the receipt without asking and wasn't willing to get it or print another one? Seriously??!!! To make things worse my venti caramel macchiato which I needed after 20 hours of flight time, didn't get made. Sorry?!!! ""That 's what y'all call ""service""?!! I'm never upset and rarely served poorly in your stores but this one is an exception that drove me to write you. Hope you fix your problems. I'm done with y'all.",['No Images']
